,secu_abbr,chi_name,listed_state,secu_code,secu_market,listed_sector,hs_code
563,卧龙电驱,卧龙电气驱动集团股份有限公司,上市,600580,上海证券交易所,主板,600580.SH
564,八一钢铁,新疆八一钢铁股份有限公司,上市,600581,上海证券交易所,主板,600581.SH
565,天地科技,天地科技股份有限公司,上市,600582,上海证券交易所,主板,600582.SH
566,海油工程,海洋石油工程股份有限公司,上市,600583,上海证券交易所,主板,600583.SH
567,长电科技,江苏长电科技股份有限公司,上市,600584,上海证券交易所,主板,600584.SH
568,海螺水泥,安徽海螺水泥股份有限公司,上市,600585,上海证券交易所,主板,600585.SH
569,金晶科技,山东金晶科技股份有限公司,上市,600586,上海证券交易所,主板,600586.SH
570,新华医疗,山东新华医疗器械股份有限公司,上市,600587,上海证券交易所,主板,600587.SH
571,用友网络,用友网络科技股份有限公司,上市,600588,上海证券交易所,主板,600588.SH
572,*ST榕泰,广东榕泰实业股份有限公司,上市,600589,上海证券交易所,主板,600589.SH
573,泰豪科技,泰豪科技股份有限公司,上市,600590,上海证券交易所,主板,600590.SH
574,龙溪股份,福建龙溪轴承(集团)股份有限公司,上市,600592,上海证券交易所,主板,600592.SH
575,长城电工,兰州长城电工股份有限公司,上市,600192,上海证券交易所,主板,600192.SH
576,创兴资源,上海创兴资源开发股份有限公司,上市,600193,上海证券交易所,主板,600193.SH
577,中牧股份,中牧实业股份有限公司,上市,600195,上海证券交易所,主板,600195.SH
578,复星医药,上海复星医药(集团)股份有限公司,上市,600196,上海证券交易所,主板,600196.SH
579,伊力特,新疆伊力特实业股份有限公司,上市,600197,上海证券交易所,主板,600197.SH
580,大唐电信,大唐电信科技股份有限公司,上市,600198,上海证券交易所,主板,600198.SH
581,金种子酒,安徽金种子酒业股份有限公司,上市,600199,上海证券交易所,主板,600199.SH
582,江苏吴中,江苏吴中医药发展股份有限公司,上市,600200,上海证券交易所,主板,600200.SH
583,生物股份,金宇生物技术股份有限公司,上市,600201,上海证券交易所,主板,600201.SH
584,哈空调,哈尔滨空调股份有限公司,上市,600202,上海证券交易所,主板,600202.SH
585,福日电子,福建福日电子股份有限公司,上市,600203,上海证券交易所,主板,600203.SH
586,有研新材,有研新材料股份有限公司,上市,600206,上海证券交易所,主板,600206.SH
587,安彩高科,河南安彩高科股份有限公司,上市,600207,上海证券交易所,主板,600207.SH
588,新湖中宝,新湖中宝股份有限公司,上市,600208,上海证券交易所,主板,600208.SH
589,紫江企业,上海紫江企业集团股份有限公司,上市,600210,上海证券交易所,主板,600210.SH
590,西藏药业,西藏诺迪康药业股份有限公司,上市,600211,上海证券交易所,主板,600211.SH
591,绿能慧充,绿能慧充数字能源技术股份有限公司,上市,600212,上海证券交易所,主板,600212.SH
592,亚星客车,扬州亚星客车股份有限公司,上市,600213,上海证券交易所,主板,600213.SH
593,派斯林,派斯林数字科技股份有限公司,上市,600215,上海证券交易所,主板,600215.SH
594,浙江医药,浙江医药股份有限公司,上市,600216,上海证券交易所,主板,600216.SH
595,中再资环,中再资源环境股份有限公司,上市,600217,上海证券交易所,主板,600217.SH
596,全柴动力,安徽全柴动力股份有限公司,上市,600218,上海证券交易所,主板,600218.SH
597,南山铝业,山东南山铝业股份有限公司,上市,600219,上海证券交易所,主板,600219.SH
598,江苏阳光,江苏阳光股份有限公司,上市,600220,上海证券交易所,主板,600220.SH
599,海航控股,海南航空控股股份有限公司,上市,600221,上海证券交易所,主板,600221.SH
600,太龙药业,河南太龙药业股份有限公司,上市,600222,上海证券交易所,主板,600222.SH
601,鲁商发展,鲁商健康产业发展股份有限公司,上市,600223,上海证券交易所,主板,600223.SH
602,卓朗科技,天津卓朗信息科技股份有限公司,上市,600225,上海证券交易所,主板,600225.SH
603,ST瀚叶,浙江瀚叶股份有限公司,上市,600226,上海证券交易所,主板,600226.SH
604,圣济堂,贵州圣济堂医药产业股份有限公司,上市,600227,上海证券交易所,主板,600227.SH
605,返利科技,返利网数字科技股份有限公司,上市,600228,上海证券交易所,主板,600228.SH
606,城市传媒,青岛城市传媒股份有限公司,上市,600229,上海证券交易所,主板,600229.SH
607,沧州大化,沧州大化股份有限公司,上市,600230,上海证券交易所,主板,600230.SH
608,凌钢股份,凌源钢铁股份有限公司,上市,600231,上海证券交易所,主板,600231.SH
609,金鹰股份,浙江金鹰股份有限公司,上市,600232,上海证券交易所,主板,600232.SH
610,圆通速递,圆通速递股份有限公司,上市,600233,上海证券交易所,主板,600233.SH
611,科新发展,山西科新发展股份有限公司,上市,600234,上海证券交易所,主板,600234.SH
612,民丰特纸,民丰特种纸股份有限公司,上市,600235,上海证券交易所,主板,600235.SH
613,桂冠电力,广西桂冠电力股份有限公司,上市,600236,上海证券交易所,主板,600236.SH
614,铜峰电子,安徽铜峰电子股份有限公司,上市,600237,上海证券交易所,主板,600237.SH
615,海南椰岛,海南椰岛(集团)股份有限公司,上市,600238,上海证券交易所,主板,600238.SH
616,ST云城,云南城投置业股份有限公司,上市,600239,上海证券交易所,主板,600239.SH
617,ST时万,辽宁时代万恒股份有限公司,上市,600241,上海证券交易所,主板,600241.SH
618,*ST中昌,中昌大数据股份有限公司,上市,600242,上海证券交易所,主板,600242.SH
619,青海华鼎,青海华鼎实业股份有限公司,上市,600243,上海证券交易所,主板,600243.SH
620,万通发展,北京万通新发展集团股份有限公司,上市,600246,上海证券交易所,主板,600246.SH
621,陕西建工,陕西建工集团股份有限公司,上市,600248,上海证券交易所,主板,600248.SH
622,两面针,柳州两面针股份有限公司,上市,600249,上海证券交易所,主板,600249.SH
623,南纺股份,南京纺织品进出口股份有限公司,上市,600250,上海证券交易所,主板,600250.SH
624,冠农股份,新疆冠农股份有限公司,上市,600251,上海证券交易所,主板,600251.SH
625,中恒集团,广西梧州中恒集团股份有限公司,上市,600252,上海证券交易所,主板,600252.SH
626,鑫科材料,安徽鑫科新材料股份有限公司,上市,600255,上海证券交易所,主板,600255.SH
627,广汇能源,广汇能源股份有限公司,上市,600256,上海证券交易所,主板,600256.SH
628,大湖股份,大湖水殖股份有限公司,上市,600257,上海证券交易所,主板,600257.SH
629,首旅酒店,北京首旅酒店(集团)股份有限公司,上市,600258,上海证券交易所,主板,600258.SH
630,广晟有色,广晟有色金属股份有限公司,上市,600259,上海证券交易所,主板,600259.SH
631,阳光照明,浙江阳光照明电器集团股份有限公司,上市,600261,上海证券交易所,主板,600261.SH
632,北方股份,内蒙古北方重型汽车股份有限公司,上市,600262,上海证券交易所,主板,600262.SH
633,ST景谷,云南景谷林业股份有限公司,上市,600265,上海证券交易所,主板,600265.SH
634,城建发展,北京城建投资发展股份有限公司,上市,600266,上海证券交易所,主板,600266.SH
635,海正药业,浙江海正药业股份有限公司,上市,600267,上海证券交易所,主板,600267.SH
636,国电南自,国电南京自动化股份有限公司,上市,600268,上海证券交易所,主板,600268.SH
637,赣粤高速,江西赣粤高速公路股份有限公司,上市,600269,上海证券交易所,主板,600269.SH
638,航天信息,航天信息股份有限公司,上市,600271,上海证券交易所,主板,600271.SH
639,开开实业,上海开开实业股份有限公司,上市,600272,上海证券交易所,主板,600272.SH
640,嘉化能源,浙江嘉化能源化工股份有限公司,上市,600273,上海证券交易所,主板,600273.SH
641,恒瑞医药,江苏恒瑞医药股份有限公司,上市,600276,上海证券交易所,主板,600276.SH
642,亿利洁能,亿利洁能股份有限公司,上市,600277,上海证券交易所,主板,600277.SH
643,东方创业,东方国际创业股份有限公司,上市,600278,上海证券交易所,主板,600278.SH
644,重庆港,重庆港股份有限公司,上市,600279,上海证券交易所,主板,600279.SH
645,中央商场,南京中央商场(集团)股份有限公司,上市,600280,上海证券交易所,主板,600280.SH
646,华阳新材,山西华阳新材料股份有限公司,上市,600281,上海证券交易所,主板,600281.SH
647,中色股份,中国有色金属建设股份有限公司,上市,000758,深圳证券交易所,主板,000758.SZ
648,中百集团,中百控股集团股份有限公司,上市,000759,深圳证券交易所,主板,000759.SZ
649,本钢板材,本钢板材股份有限公司,上市,000761,深圳证券交易所,主板,000761.SZ
650,西藏矿业,西藏矿业发展股份有限公司,上市,000762,深圳证券交易所,主板,000762.SZ
651,通化金马,通化金马药业集团股份有限公司,上市,000766,深圳证券交易所,主板,000766.SZ
652,晋控电力,晋能控股山西电力股份有限公司,上市,000767,深圳证券交易所,主板,000767.SZ
653,中航西飞,中航西安飞机工业集团股份有限公司,上市,000768,深圳证券交易所,主板,000768.SZ
654,广发证券,广发证券股份有限公司,上市,000776,深圳证券交易所,主板,000776.SZ
655,中核科技,中核苏阀科技实业股份有限公司,上市,000777,深圳证券交易所,主板,000777.SZ
656,新兴铸管,新兴铸管股份有限公司,上市,000778,深圳证券交易所,主板,000778.SZ
657,甘咨询,甘肃工程咨询集团股份有限公司,上市,000779,深圳证券交易所,主板,000779.SZ
658,美达股份,广东新会美达锦纶股份有限公司,上市,000782,深圳证券交易所,主板,000782.SZ
659,长江证券,长江证券股份有限公司,上市,000783,深圳证券交易所,主板,000783.SZ
660,居然之家,居然之家新零售集团股份有限公司,上市,000785,深圳证券交易所,主板,000785.SZ
661,北新建材,北新集团建材股份有限公司,上市,000786,深圳证券交易所,主板,000786.SZ
662,北大医药,北大医药股份有限公司,上市,000788,深圳证券交易所,主板,000788.SZ
663,万年青,江西万年青水泥股份有限公司,上市,000789,深圳证券交易所,主板,000789.SZ
664,华神科技,成都华神科技集团股份有限公司,上市,000790,深圳证券交易所,主板,000790.SZ
665,甘肃能源,甘肃电投能源发展股份有限公司,上市,000791,深圳证券交易所,主板,000791.SZ
666,盐湖股份,青海盐湖工业股份有限公司,上市,000792,深圳证券交易所,主板,000792.SZ
667,华闻集团,华闻传媒投资集团股份有限公司,上市,000793,深圳证券交易所,主板,000793.SZ
668,英洛华,英洛华科技股份有限公司,上市,000795,深圳证券交易所,主板,000795.SZ
669,*ST凯撒,凯撒同盛发展股份有限公司,上市,000796,深圳证券交易所,主板,000796.SZ
670,中国武夷,中国武夷实业股份有限公司,上市,000797,深圳证券交易所,主板,000797.SZ
671,中水渔业,中水集团远洋股份有限公司,上市,000798,深圳证券交易所,主板,000798.SZ
672,酒鬼酒,酒鬼酒股份有限公司,上市,000799,深圳证券交易所,主板,000799.SZ
673,一汽解放,一汽解放集团股份有限公司,上市,000800,深圳证券交易所,主板,000800.SZ
674,四川九洲,四川九洲电器股份有限公司,上市,000801,深圳证券交易所,主板,000801.SZ
675,北京文化,北京京西文化旅游股份有限公司,上市,000802,深圳证券交易所,主板,000802.SZ
676,山高环能,山高环能集团股份有限公司,上市,000803,深圳证券交易所,主板,000803.SZ
677,*ST银河,北海银河生物产业投资股份有限公司,上市,000806,深圳证券交易所,主板,000806.SZ
678,云铝股份,云南铝业股份有限公司,上市,000807,深圳证券交易所,主板,000807.SZ
679,ST新城,铁岭新城投资控股(集团)股份有限公司,上市,000809,深圳证券交易所,主板,000809.SZ
680,创维数字,创维数字股份有限公司,上市,000810,深圳证券交易所,主板,000810.SZ
681,冰轮环境,冰轮环境技术股份有限公司,上市,000811,深圳证券交易所,主板,000811.SZ
682,陕西金叶,陕西金叶科教集团股份有限公司,上市,000812,深圳证券交易所,主板,000812.SZ
683,德展健康,德展大健康股份有限公司,上市,000813,深圳证券交易所,主板,000813.SZ
684,美利云,中冶美利云产业投资股份有限公司,上市,000815,深圳证券交易所,主板,000815.SZ
685,智慧农业,江苏农华智慧农业科技股份有限公司,上市,000816,深圳证券交易所,主板,000816.SZ
686,航锦科技,航锦科技股份有限公司,上市,000818,深圳证券交易所,主板,000818.SZ
687,岳阳兴长,岳阳兴长石化股份有限公司,上市,000819,深圳证券交易所,主板,000819.SZ
688,神雾节能,神雾节能股份有限公司,上市,000820,深圳证券交易所,主板,000820.SZ
689,京山轻机,湖北京山轻工机械股份有限公司,上市,000821,深圳证券交易所,主板,000821.SZ
690,山东海化,山东海化股份有限公司,上市,000822,深圳证券交易所,主板,000822.SZ
691,超声电子,广东汕头超声电子股份有限公司,上市,000823,深圳证券交易所,主板,000823.SZ
692,太钢不锈,山西太钢不锈钢股份有限公司,上市,000825,深圳证券交易所,主板,000825.SZ
693,启迪环境,启迪环境科技发展股份有限公司,上市,000826,深圳证券交易所,主板,000826.SZ
694,东莞控股,东莞发展控股股份有限公司,上市,000828,深圳证券交易所,主板,000828.SZ
695,天音控股,天音通信控股股份有限公司,上市,000829,深圳证券交易所,主板,000829.SZ
696,鲁西化工,鲁西化工集团股份有限公司,上市,000830,深圳证券交易所,主板,000830.SZ
697,中国稀土,中国稀土集团资源科技股份有限公司,上市,000831,深圳证券交易所,主板,000831.SZ
