,secu_abbr,chi_name,listed_state,secu_code,secu_market,listed_sector,hs_code
2659,中衡设计,中衡设计集团股份有限公司,上市,603017,上海证券交易所,主板,603017.SH
2660,康普顿,青岛康普顿科技股份有限公司,上市,603798,上海证券交易所,主板,603798.SH
2661,中铁装配,中铁装配式建筑股份有限公司,上市,300374,深圳证券交易所,创业板,300374.SZ
2662,昆仑万维,昆仑万维科技股份有限公司,上市,300418,深圳证券交易所,创业板,300418.SZ
2663,万集科技,北京万集科技股份有限公司,上市,300552,深圳证券交易所,创业板,300552.SZ
2664,强力新材,常州强力电子新材料股份有限公司,上市,300429,深圳证券交易所,创业板,300429.SZ
2665,运达科技,成都运达科技股份有限公司,上市,300440,深圳证券交易所,创业板,300440.SZ
2666,凯发电气,天津凯发电气股份有限公司,上市,300407,深圳证券交易所,创业板,300407.SZ
2667,健帆生物,健帆生物科技集团股份有限公司,上市,300529,深圳证券交易所,创业板,300529.SZ
2668,好利科技,好利来(中国)电子科技股份有限公司,上市,002729,深圳证券交易所,主板,002729.SZ
2669,威龙股份,威龙葡萄酒股份有限公司,上市,603779,上海证券交易所,主板,603779.SH
2670,雄韬股份,深圳市雄韬电源科技股份有限公司,上市,002733,深圳证券交易所,主板,002733.SZ
2671,埃斯顿,南京埃斯顿自动化股份有限公司,上市,002747,深圳证券交易所,主板,002747.SZ
2672,方盛制药,湖南方盛制药股份有限公司,上市,603998,上海证券交易所,主板,603998.SH
2673,永创智能,杭州永创智能设备股份有限公司,上市,603901,上海证券交易所,主板,603901.SH
2674,金桥信息,上海金桥信息股份有限公司,上市,603918,上海证券交易所,主板,603918.SH
2675,盛洋科技,浙江盛洋科技股份有限公司,上市,603703,上海证券交易所,主板,603703.SH
2676,珍宝岛,黑龙江珍宝岛药业股份有限公司,上市,603567,上海证券交易所,主板,603567.SH
2677,天创时尚,天创时尚股份有限公司,上市,603608,上海证券交易所,主板,603608.SH
2678,安孚科技,安徽安孚电池科技股份有限公司,上市,603031,上海证券交易所,主板,603031.SH
2679,司太立,浙江司太立制药股份有限公司,上市,603520,上海证券交易所,主板,603520.SH
2680,读者传媒,读者出版传媒股份有限公司,上市,603999,上海证券交易所,主板,603999.SH
2681,奥赛康,北京奥赛康药业股份有限公司,上市,002755,深圳证券交易所,主板,002755.SZ
2682,赛摩智能,赛摩智能科技集团股份有限公司,上市,300466,深圳证券交易所,创业板,300466.SZ
2683,信息发展,上海信联信息发展股份有限公司,上市,300469,深圳证券交易所,创业板,300469.SZ
2684,海天精工,宁波海天精工股份有限公司,上市,601882,上海证券交易所,主板,601882.SH
2685,中新集团,中新苏州工业园区开发集团股份有限公司,上市,601512,上海证券交易所,主板,601512.SH
2686,中国核电,中国核能电力股份有限公司,上市,601985,上海证券交易所,主板,601985.SH
2687,西部黄金,西部黄金股份有限公司,上市,601069,上海证券交易所,主板,601069.SH
2688,国光股份,四川国光农化股份有限公司,上市,002749,深圳证券交易所,主板,002749.SZ
2689,陕西黑猫,陕西黑猫焦化股份有限公司,上市,601015,上海证券交易所,主板,601015.SH
2690,龙津药业,昆明龙津药业股份有限公司,上市,002750,深圳证券交易所,主板,002750.SZ
2691,葵花药业,葵花药业集团股份有限公司,上市,002737,深圳证券交易所,主板,002737.SZ
2692,大豪科技,北京大豪科技股份有限公司,上市,603025,上海证券交易所,主板,603025.SH
2693,华图山鼎,华图山鼎设计股份有限公司,上市,300492,深圳证券交易所,创业板,300492.SZ
2694,神思电子,神思电子技术股份有限公司,上市,300479,深圳证券交易所,创业板,300479.SZ
2695,*ST美尚,美尚生态景观股份有限公司,上市,300495,深圳证券交易所,创业板,300495.SZ
2696,星徽股份,广东星徽精密制造股份有限公司,上市,300464,深圳证券交易所,创业板,300464.SZ
2697,航新科技,广州航新航空科技股份有限公司,上市,300424,深圳证券交易所,创业板,300424.SZ
2698,高伟达,高伟达软件股份有限公司,上市,300465,深圳证券交易所,创业板,300465.SZ
2699,温氏股份,温氏食品集团股份有限公司,上市,300498,深圳证券交易所,创业板,300498.SZ
2700,湘佳股份,湖南湘佳牧业股份有限公司,上市,002982,深圳证券交易所,主板,002982.SZ
2701,成都先导,成都先导药物开发股份有限公司,上市,688222,上海证券交易所,科创板,688222.SH
2702,财富趋势,深圳市财富趋势科技股份有限公司,上市,688318,上海证券交易所,科创板,688318.SH
2703,大地熊,安徽大地熊新材料股份有限公司,上市,688077,上海证券交易所,科创板,688077.SH
2704,三峡能源,中国三峡新能源(集团)股份有限公司,上市,600905,上海证券交易所,主板,600905.SH
2705,华塑股份,安徽华塑股份有限公司,上市,600935,上海证券交易所,主板,600935.SH
2706,恒而达,福建恒而达新材料股份有限公司,上市,300946,深圳证券交易所,创业板,300946.SZ
2707,泛亚微透,江苏泛亚微透科技股份有限公司,上市,688386,上海证券交易所,科创板,688386.SH
2708,申科股份,申科滑动轴承股份有限公司,上市,002633,深圳证券交易所,主板,002633.SZ
2709,三丰智能,三丰智能装备集团股份有限公司,上市,300276,深圳证券交易所,创业板,300276.SZ
2710,紫天科技,福建紫天传媒科技股份有限公司,上市,300280,深圳证券交易所,创业板,300280.SZ
2711,ST奥康,浙江奥康鞋业股份有限公司,上市,603001,上海证券交易所,主板,603001.SH
2712,中国交建,中国交通建设股份有限公司,上市,601800,上海证券交易所,主板,601800.SH
2713,安洁科技,苏州安洁科技股份有限公司,上市,002635,深圳证券交易所,主板,002635.SZ
2714,蓝英装备,沈阳蓝英工业自动化装备股份有限公司,上市,300293,深圳证券交易所,创业板,300293.SZ
2715,道明光学,道明光学股份有限公司,上市,002632,深圳证券交易所,主板,002632.SZ
2716,卫星化学,卫星化学股份有限公司,上市,002648,深圳证券交易所,主板,002648.SZ
2717,和晶科技,无锡和晶科技股份有限公司,上市,300279,深圳证券交易所,创业板,300279.SZ
2718,天佑德酒,青海互助天佑德青稞酒股份有限公司,上市,002646,深圳证券交易所,主板,002646.SZ
2719,雪人股份,福建雪人股份有限公司,上市,002639,深圳证券交易所,主板,002639.SZ
2720,华宏科技,江苏华宏科技股份有限公司,上市,002645,深圳证券交易所,主板,002645.SZ
2721,国瓷材料,山东国瓷功能材料股份有限公司,上市,300285,深圳证券交易所,创业板,300285.SZ
2722,金明精机,广东金明精机股份有限公司,上市,300281,深圳证券交易所,创业板,300281.SZ
2723,凤凰传媒,江苏凤凰出版传媒股份有限公司,上市,601928,上海证券交易所,主板,601928.SH
2724,西部证券,西部证券股份有限公司,上市,002673,深圳证券交易所,主板,002673.SZ
2725,勤上股份,东莞勤上光电股份有限公司,上市,002638,深圳证券交易所,主板,002638.SZ
2726,仁东控股,仁东控股股份有限公司,上市,002647,深圳证券交易所,主板,002647.SZ
2727,安科瑞,安科瑞电气股份有限公司,上市,300286,深圳证券交易所,创业板,300286.SZ
2728,三六五网,江苏三六五网络股份有限公司,上市,300295,深圳证券交易所,创业板,300295.SZ
2729,朗玛信息,贵阳朗玛信息技术股份有限公司,上市,300288,深圳证券交易所,创业板,300288.SZ
2730,奥马电器,广东奥马电器股份有限公司,上市,002668,深圳证券交易所,主板,002668.SZ
2731,荣联科技,荣联科技集团股份有限公司,上市,002642,深圳证券交易所,主板,002642.SZ
2732,利君股份,成都利君实业股份有限公司,上市,002651,深圳证券交易所,主板,002651.SZ
2733,广信股份,安徽广信农化股份有限公司,上市,603599,上海证券交易所,主板,603599.SH
2734,旋极信息,北京旋极信息技术股份有限公司,上市,300324,深圳证券交易所,创业板,300324.SZ
2735,华鹏飞,华鹏飞股份有限公司,上市,300350,深圳证券交易所,创业板,300350.SZ
2736,飞利信,北京飞利信科技股份有限公司,上市,300287,深圳证券交易所,创业板,300287.SZ
2737,荣科科技,荣科科技股份有限公司,上市,300290,深圳证券交易所,创业板,300290.SZ
2738,三六零,三六零安全科技股份有限公司,上市,601360,上海证券交易所,主板,601360.SH
2739,博彦科技,博彦科技股份有限公司,上市,002649,深圳证券交易所,主板,002649.SZ
2740,信质集团,信质集团股份有限公司,上市,002664,深圳证券交易所,主板,002664.SZ
2741,三诺生物,三诺生物传感股份有限公司,上市,300298,深圳证券交易所,创业板,300298.SZ
2742,共达电声,共达电声股份有限公司,上市,002655,深圳证券交易所,主板,002655.SZ
2743,ST摩登,摩登大道时尚集团股份有限公司,上市,002656,深圳证券交易所,主板,002656.SZ
2744,三晖电气,郑州三晖电气股份有限公司,上市,002857,深圳证券交易所,主板,002857.SZ
2745,高斯贝尔,高斯贝尔数码科技股份有限公司,上市,002848,深圳证券交易所,主板,002848.SZ
2746,视源股份,广州视源电子科技股份有限公司,上市,002841,深圳证券交易所,主板,002841.SZ
2747,镇海股份,镇海石化工程股份有限公司,上市,603637,上海证券交易所,主板,603637.SH
2748,太平鸟,宁波太平鸟时尚服饰股份有限公司,上市,603877,上海证券交易所,主板,603877.SH
2749,兴业股份,苏州兴业材料科技股份有限公司,上市,603928,上海证券交易所,主板,603928.SH
2750,先达股份,山东先达农化股份有限公司,上市,603086,上海证券交易所,主板,603086.SH
2751,日月股份,日月重工股份有限公司,上市,603218,上海证券交易所,主板,603218.SH
2752,百合花,百合花集团股份有限公司,上市,603823,上海证券交易所,主板,603823.SH
2753,景旺电子,深圳市景旺电子股份有限公司,上市,603228,上海证券交易所,主板,603228.SH
2754,青鸟消防,青鸟消防股份有限公司,上市,002960,深圳证券交易所,主板,002960.SZ
2755,欣天科技,深圳市欣天科技股份有限公司,上市,300615,深圳证券交易所,创业板,300615.SZ
2756,艾迪精密,烟台艾迪精密机械股份有限公司,上市,603638,上海证券交易所,主板,603638.SH
2757,荣泰健康,上海荣泰健康科技股份有限公司,上市,603579,上海证券交易所,主板,603579.SH
2758,新城控股,新城控股集团股份有限公司,上市,601155,上海证券交易所,主板,601155.SH
2759,台华新材,浙江台华新材料股份有限公司,上市,603055,上海证券交易所,主板,603055.SH
2760,泰和科技,山东泰和科技股份有限公司,上市,300801,深圳证券交易所,创业板,300801.SZ
2761,嘉诚国际,广州市嘉诚国际物流股份有限公司,上市,603535,上海证券交易所,主板,603535.SH
2762,大参林,大参林医药集团股份有限公司,上市,603233,上海证券交易所,主板,603233.SH
2763,雷迪克,杭州雷迪克节能科技股份有限公司,上市,300652,深圳证券交易所,创业板,300652.SZ
2764,星云股份,福建星云电子股份有限公司,上市,300648,深圳证券交易所,创业板,300648.SZ
2765,震裕科技,宁波震裕科技股份有限公司,上市,300953,深圳证券交易所,创业板,300953.SZ
2766,艾德生物,厦门艾德生物医药科技股份有限公司,上市,300685,深圳证券交易所,创业板,300685.SZ
2767,中科江南,北京中科江南信息技术股份有限公司,上市,301153,深圳证券交易所,创业板,301153.SZ
2768,东鹏控股,广东东鹏控股股份有限公司,上市,003012,深圳证券交易所,主板,003012.SZ
2769,通业科技,深圳通业科技股份有限公司,上市,300960,深圳证券交易所,创业板,300960.SZ
2770,锐新科技,天津锐新昌科技股份有限公司,上市,300828,深圳证券交易所,创业板,300828.SZ
2771,科安达,深圳科安达电子科技股份有限公司,上市,002972,深圳证券交易所,主板,002972.SZ
2772,圣泉集团,济南圣泉集团股份有限公司,上市,605589,上海证券交易所,主板,605589.SH
2773,严牌股份,浙江严牌过滤技术股份有限公司,上市,301081,深圳证券交易所,创业板,301081.SZ
2774,霍普股份,上海霍普建筑设计事务所股份有限公司,上市,301024,深圳证券交易所,创业板,301024.SZ
2775,深水海纳,深水海纳水务集团股份有限公司,上市,300961,深圳证券交易所,创业板,300961.SZ
2776,益客食品,江苏益客食品集团股份有限公司,上市,301116,深圳证券交易所,创业板,301116.SZ
2777,味知香,苏州市味知香食品股份有限公司,上市,605089,上海证券交易所,主板,605089.SH
2778,浙江新能,浙江省新能源投资集团股份有限公司,上市,600032,上海证券交易所,主板,600032.SH
2779,恒宇信通,恒宇信通航空装备(北京)股份有限公司,上市,300965,深圳证券交易所,创业板,300965.SZ
2780,腾景科技,腾景科技股份有限公司,上市,688195,上海证券交易所,科创板,688195.SH
2781,鼎通科技,东莞市鼎通精密科技股份有限公司,上市,688668,上海证券交易所,科创板,688668.SH
2782,悦康药业,悦康药业集团股份有限公司,上市,688658,上海证券交易所,科创板,688658.SH
2783,四方光电,四方光电股份有限公司,上市,688665,上海证券交易所,科创板,688665.SH
2784,伟创电气,苏州伟创电气科技股份有限公司,上市,688698,上海证券交易所,科创板,688698.SH
2785,中伟股份,中伟新材料股份有限公司,上市,300919,深圳证券交易所,创业板,300919.SZ
2786,肇民科技,上海肇民新材料科技股份有限公司,上市,301000,深圳证券交易所,创业板,301000.SZ
2787,桐昆股份,桐昆集团股份有限公司,上市,601233,上海证券交易所,主板,601233.SH
2788,东材科技,四川东材科技集团股份有限公司,上市,601208,上海证券交易所,主板,601208.SH
2789,宝色股份,南京宝色股份公司,上市,300402,深圳证券交易所,创业板,300402.SZ
2790,安利股份,安徽安利材料科技股份有限公司,上市,300218,深圳证券交易所,创业板,300218.SZ
2791,西陇科学,西陇科学股份有限公司,上市,002584,深圳证券交易所,主板,002584.SZ
2792,好想你,好想你健康食品股份有限公司,上市,002582,深圳证券交易所,主板,002582.SZ
2793,林洋能源,江苏林洋能源股份有限公司,上市,601222,上海证券交易所,主板,601222.SH
2794,金力泰,上海金力泰化工股份有限公司,上市,300225,深圳证券交易所,创业板,300225.SZ
2795,电科院,苏州电器科学研究院股份有限公司,上市,300215,深圳证券交易所,创业板,300215.SZ
2796,开山股份,开山集团股份有限公司,上市,300257,深圳证券交易所,创业板,300257.SZ
2797,鸿利智汇,鸿利智汇集团股份有限公司,上市,300219,深圳证券交易所,创业板,300219.SZ
2798,科大智能,科大智能科技股份有限公司,上市,300222,深圳证券交易所,创业板,300222.SZ
2799,东方电热,镇江东方电热科技股份有限公司,上市,300217,深圳证券交易所,创业板,300217.SZ
2800,银禧科技,广东银禧科技股份有限公司,上市,300221,深圳证券交易所,创业板,300221.SZ
2801,海能达,海能达通信股份有限公司,上市,002583,深圳证券交易所,主板,002583.SZ
2802,浙文影业,浙文影业集团股份有限公司,上市,601599,上海证券交易所,主板,601599.SH
2803,万安科技,浙江万安科技股份有限公司,上市,002590,深圳证券交易所,主板,002590.SZ
2804,银信科技,北京银信长远科技股份有限公司,上市,300231,深圳证券交易所,创业板,300231.SZ
2805,ST八菱,南宁八菱科技股份有限公司,上市,002592,深圳证券交易所,主板,002592.SZ
2806,光韵达,深圳光韵达光电科技股份有限公司,上市,300227,深圳证券交易所,创业板,300227.SZ
2807,正海磁材,烟台正海磁性材料股份有限公司,上市,300224,深圳证券交易所,创业板,300224.SZ
2808,富瑞特装,张家港富瑞特种装备股份有限公司,上市,300228,深圳证券交易所,创业板,300228.SZ
2809,依米康,依米康科技集团股份有限公司,上市,300249,深圳证券交易所,创业板,300249.SZ
2810,上海钢联,上海钢联电子商务股份有限公司,上市,300226,深圳证券交易所,创业板,300226.SZ
2811,飞力达,江苏飞力达国际物流股份有限公司,上市,300240,深圳证券交易所,创业板,300240.SZ
2812,溢多利,广东溢多利生物科技股份有限公司,上市,300381,深圳证券交易所,创业板,300381.SZ
2813,双星新材,江苏双星彩塑新材料股份有限公司,上市,002585,深圳证券交易所,主板,002585.SZ
2814,骆驼股份,骆驼集团股份有限公司,上市,601311,上海证券交易所,主板,601311.SH
2815,*ST围海,浙江省围海建设集团股份有限公司,上市,002586,深圳证券交易所,主板,002586.SZ
2816,永利股份,上海永利带业股份有限公司,上市,300230,深圳证券交易所,创业板,300230.SZ
2817,洲明科技,深圳市洲明科技股份有限公司,上市,300232,深圳证券交易所,创业板,300232.SZ
2818,开尔新材,浙江开尔新材料股份有限公司,上市,300234,深圳证券交易所,创业板,300234.SZ
2819,蓝科高新,甘肃蓝科石化高新装备股份有限公司,上市,601798,上海证券交易所,主板,601798.SH
2820,瑞康医药,瑞康医药集团股份有限公司,上市,002589,深圳证券交易所,主板,002589.SZ
2821,奥拓电子,深圳市奥拓电子股份有限公司,上市,002587,深圳证券交易所,主板,002587.SZ
2822,金城医药,山东金城医药集团股份有限公司,上市,300233,深圳证券交易所,创业板,300233.SZ
2823,上海新阳,上海新阳半导体材料股份有限公司,上市,300236,深圳证券交易所,创业板,300236.SZ
2824,美晨生态,山东美晨生态环境股份有限公司,上市,300237,深圳证券交易所,创业板,300237.SZ
2825,养元饮品,河北养元智汇饮品股份有限公司,上市,603156,上海证券交易所,主板,603156.SH
2826,中晟高科,江苏中晟高科环境股份有限公司,上市,002778,深圳证券交易所,主板,002778.SZ
2827,史丹利,史丹利农业集团股份有限公司,上市,002588,深圳证券交易所,主板,002588.SZ
2828,三星医疗,宁波三星医疗电气股份有限公司,上市,601567,上海证券交易所,主板,601567.SH
2829,凯龙股份,湖北凯龙化工集团股份有限公司,上市,002783,深圳证券交易所,主板,002783.SZ
2830,姚记科技,上海姚记科技股份有限公司,上市,002605,深圳证券交易所,主板,002605.SZ
2831,比亚迪,比亚迪股份有限公司,上市,002594,深圳证券交易所,主板,002594.SZ
2832,联泰环保,广东联泰环保股份有限公司,上市,603797,上海证券交易所,主板,603797.SH
2833,神宇股份,神宇通信科技股份公司,上市,300563,深圳证券交易所,创业板,300563.SZ
2834,万兴科技,万兴科技集团股份有限公司,上市,300624,深圳证券交易所,创业板,300624.SZ
2835,弘亚数控,广州弘亚数控机械股份有限公司,上市,002833,深圳证券交易所,主板,002833.SZ
2836,弘信电子,厦门弘信电子科技集团股份有限公司,上市,300657,深圳证券交易所,创业板,300657.SZ
2837,一品红,一品红药业股份有限公司,上市,300723,深圳证券交易所,创业板,300723.SZ
2838,璞泰来,上海璞泰来新能源科技股份有限公司,上市,603659,上海证券交易所,主板,603659.SH
2839,赛腾股份,苏州赛腾精密电子股份有限公司,上市,603283,上海证券交易所,主板,603283.SH
2840,掌阅科技,掌阅科技股份有限公司,上市,603533,上海证券交易所,主板,603533.SH
2841,集友股份,安徽集友新材料股份有限公司,上市,603429,上海证券交易所,主板,603429.SH
2842,澄天伟业,深圳市澄天伟业科技股份有限公司,上市,300689,深圳证券交易所,创业板,300689.SZ
2843,华能水电,华能澜沧江水电股份有限公司,上市,600025,上海证券交易所,主板,600025.SH
2844,锐明技术,深圳市锐明技术股份有限公司,上市,002970,深圳证券交易所,主板,002970.SZ
2845,蒙娜丽莎,蒙娜丽莎集团股份有限公司,上市,002918,深圳证券交易所,主板,002918.SZ
2846,征和工业,青岛征和工业股份有限公司,上市,003033,深圳证券交易所,主板,003033.SZ
2847,中创物流,中创物流股份有限公司,上市,603967,上海证券交易所,主板,603967.SH
2848,科华控股,科华控股股份有限公司,上市,603161,上海证券交易所,主板,603161.SH
2849,倍加洁,倍加洁集团股份有限公司,上市,603059,上海证券交易所,主板,603059.SH
2850,西安银行,西安银行股份有限公司,上市,600928,上海证券交易所,主板,600928.SH
2851,神驰机电,神驰机电股份有限公司,上市,603109,上海证券交易所,主板,603109.SH
2852,金丹科技,河南金丹乳酸科技股份有限公司,上市,300829,深圳证券交易所,创业板,300829.SZ
2853,中天精装,深圳中天精装股份有限公司,上市,002989,深圳证券交易所,主板,002989.SZ
2854,深南电路,深南电路股份有限公司,上市,002916,深圳证券交易所,主板,002916.SZ
2855,南新制药,湖南南新制药股份有限公司,上市,688189,上海证券交易所,科创板,688189.SH
2856,埃夫特,埃夫特智能装备股份有限公司,上市,688165,上海证券交易所,科创板,688165.SH
2857,三友医疗,上海三友医疗器械股份有限公司,上市,688085,上海证券交易所,科创板,688085.SH
2858,华润微,华润微电子有限公司,上市,688396,上海证券交易所,科创板,688396.SH
2859,尤安设计,上海尤安建筑设计股份有限公司,上市,300983,深圳证券交易所,创业板,300983.SZ
2860,海泰科,青岛海泰科模塑科技股份有限公司,上市,301022,深圳证券交易所,创业板,301022.SZ
2861,保立佳,上海保立佳化工股份有限公司,上市,301037,深圳证券交易所,创业板,301037.SZ
2862,致远新能,长春致远新能源装备股份有限公司,上市,300985,深圳证券交易所,创业板,300985.SZ
2863,果麦文化,果麦文化传媒股份有限公司,上市,301052,深圳证券交易所,创业板,301052.SZ
2864,雷尔伟,南京雷尔伟新技术股份有限公司,上市,301016,深圳证券交易所,创业板,301016.SZ
2865,奇德新材,广东奇德新材料股份有限公司,上市,300995,深圳证券交易所,创业板,300995.SZ
2866,东宝生物,包头东宝生物技术股份有限公司,上市,300239,深圳证券交易所,创业板,300239.SZ
2867,日上集团,厦门日上集团股份有限公司,上市,002593,深圳证券交易所,主板,002593.SZ
2868,海南瑞泽,海南瑞泽新型建材股份有限公司,上市,002596,深圳证券交易所,主板,002596.SZ
2869,利民股份,利民控股集团股份有限公司,上市,002734,深圳证券交易所,主板,002734.SZ
2870,金达威,厦门金达威集团股份有限公司,上市,002626,深圳证券交易所,主板,002626.SZ
2871,领益智造,广东领益智造股份有限公司,上市,002600,深圳证券交易所,主板,002600.SZ
2872,龙佰集团,龙佰集团股份有限公司,上市,002601,深圳证券交易所,主板,002601.SZ
2873,金禾实业,安徽金禾实业股份有限公司,上市,002597,深圳证券交易所,主板,002597.SZ
2874,山东章鼓,山东省章丘鼓风机股份有限公司,上市,002598,深圳证券交易所,主板,002598.SZ
2875,佳云科技,广东佳兆业佳云科技股份有限公司,上市,300242,深圳证券交易所,创业板,300242.SZ
2876,精锻科技,江苏太平洋精锻科技股份有限公司,上市,300258,深圳证券交易所,创业板,300258.SZ
2877,瑞丰光电,深圳市瑞丰光电子股份有限公司,上市,300241,深圳证券交易所,创业板,300241.SZ
2878,方正证券,方正证券股份有限公司,上市,601901,上海证券交易所,主板,601901.SH
2879,中公教育,中公教育科技股份有限公司,上市,002607,深圳证券交易所,主板,002607.SZ
2880,世纪华通,浙江世纪华通集团股份有限公司,上市,002602,深圳证券交易所,主板,002602.SZ
2881,瑞丰高材,山东瑞丰高分子材料股份有限公司,上市,300243,深圳证券交易所,创业板,300243.SZ
2882,迪安诊断,迪安诊断技术集团股份有限公司,上市,300244,深圳证券交易所,创业板,300244.SZ
2883,以岭药业,石家庄以岭药业股份有限公司,上市,002603,深圳证券交易所,主板,002603.SZ
2884,新开普,新开普电子股份有限公司,上市,300248,深圳证券交易所,创业板,300248.SZ
2885,初灵信息,杭州初灵信息技术股份有限公司,上市,300250,深圳证券交易所,创业板,300250.SZ
2886,宝莱特,广东宝莱特医用科技股份有限公司,上市,300246,深圳证券交易所,创业板,300246.SZ
2887,瑞和股份,深圳瑞和建筑装饰股份有限公司,上市,002620,深圳证券交易所,主板,002620.SZ
2888,九洲药业,浙江九洲药业股份有限公司,上市,603456,上海证券交易所,主板,603456.SH
2889,光线传媒,北京光线传媒股份有限公司,上市,300251,深圳证券交易所,创业板,300251.SZ
2890,三峡旅游,湖北三峡旅游集团股份有限公司,上市,002627,深圳证券交易所,主板,002627.SZ
2891,佛燃能源,佛燃能源集团股份有限公司,上市,002911,深圳证券交易所,主板,002911.SZ
2892,江苏国信,江苏国信股份有限公司,上市,002608,深圳证券交易所,主板,002608.SZ
2893,仟源医药,山西仟源医药集团股份有限公司,上市,300254,深圳证券交易所,创业板,300254.SZ
2894,ST星星,江西星星科技股份有限公司,上市,300256,深圳证券交易所,创业板,300256.SZ
2895,常山药业,河北常山生化药业股份有限公司,上市,300255,深圳证券交易所,创业板,300255.SZ
2896,旗滨集团,株洲旗滨集团股份有限公司,上市,601636,上海证券交易所,主板,601636.SH
2897,新莱应材,昆山新莱洁净应用材料股份有限公司,上市,300260,深圳证券交易所,创业板,300260.SZ
2898,金信诺,深圳金信诺高新技术股份有限公司,上市,300252,深圳证券交易所,创业板,300252.SZ
2899,名雕股份,深圳市名雕装饰股份有限公司,上市,002830,深圳证券交易所,主板,002830.SZ
2900,岭南股份,岭南生态文旅股份有限公司,上市,002717,深圳证券交易所,主板,002717.SZ
2901,保隆科技,上海保隆汽车科技股份有限公司,上市,603197,上海证券交易所,主板,603197.SH
2902,通光线缆,江苏通光电子线缆股份有限公司,上市,300265,深圳证券交易所,创业板,300265.SZ
2903,尔康制药,湖南尔康制药股份有限公司,上市,300267,深圳证券交易所,创业板,300267.SZ
2904,新天科技,新天科技股份有限公司,上市,300259,深圳证券交易所,创业板,300259.SZ
2905,聚飞光电,深圳市聚飞光电股份有限公司,上市,300303,深圳证券交易所,创业板,300303.SZ
2906,仁智股份,浙江仁智股份有限公司,上市,002629,深圳证券交易所,主板,002629.SZ
2907,爱康科技,江苏爱康科技股份有限公司,上市,002610,深圳证券交易所,主板,002610.SZ
2908,苏交科,苏交科集团股份有限公司,上市,300284,深圳证券交易所,创业板,300284.SZ
2909,京运通,北京京运通科技股份有限公司,上市,601908,上海证券交易所,主板,601908.SH
2910,江河集团,江河创建集团股份有限公司,上市,601886,上海证券交易所,主板,601886.SH
2911,联建光电,深圳市联建光电股份有限公司,上市,300269,深圳证券交易所,创业板,300269.SZ
2912,*ST和佳,珠海和佳医疗设备股份有限公司,上市,300273,深圳证券交易所,创业板,300273.SZ
2913,雅本化学,雅本化学股份有限公司,上市,300261,深圳证券交易所,创业板,300261.SZ
2914,东方精工,广东东方精工科技股份有限公司,上市,002611,深圳证券交易所,主板,002611.SZ
2915,锦泓集团,锦泓时装集团股份有限公司,上市,603518,上海证券交易所,主板,603518.SH
2916,*ST佳沃,佳沃食品股份有限公司,上市,300268,深圳证券交易所,创业板,300268.SZ
2917,隆华科技,隆华科技集团(洛阳)股份有限公司,上市,300263,深圳证券交易所,创业板,300263.SZ
2918,博雅生物,华润博雅生物制药集团股份有限公司,上市,300294,深圳证券交易所,创业板,300294.SZ
2919,长青集团,广东长青(集团)股份有限公司,上市,002616,深圳证券交易所,主板,002616.SZ
2920,巴安水务,上海巴安水务股份有限公司,上市,300262,深圳证券交易所,创业板,300262.SZ
2921,中威电子,杭州中威电子股份有限公司,上市,300270,深圳证券交易所,创业板,300270.SZ
2922,明泰铝业,河南明泰铝业股份有限公司,上市,601677,上海证券交易所,主板,601677.SH
2923,朗姿股份,朗姿股份有限公司,上市,002612,深圳证券交易所,主板,002612.SZ
2924,完美世界,完美世界股份有限公司,上市,002624,深圳证券交易所,主板,002624.SZ
2925,美吉姆,大连美吉姆教育科技股份有限公司,上市,002621,深圳证券交易所,主板,002621.SZ
2926,木林森,木林森股份有限公司,上市,002745,深圳证券交易所,主板,002745.SZ
2927,激智科技,宁波激智科技股份有限公司,上市,300566,深圳证券交易所,创业板,300566.SZ
2928,精测电子,武汉精测电子集团股份有限公司,上市,300567,深圳证券交易所,创业板,300567.SZ
2929,华森制药,重庆华森制药股份有限公司,上市,002907,深圳证券交易所,主板,002907.SZ
2930,明阳智能,明阳智慧能源集团股份公司,上市,601615,上海证券交易所,主板,601615.SH
2931,密封科技,烟台石川密封科技股份有限公司,上市,301020,深圳证券交易所,创业板,301020.SZ
2932,天智航,北京天智航医疗科技股份有限公司,上市,688277,上海证券交易所,科创板,688277.SH
2933,华峰测控,北京华峰测控技术股份有限公司,上市,688200,上海证券交易所,科创板,688200.SH
2934,海目星,海目星激光科技集团股份有限公司,上市,688559,上海证券交易所,科创板,688559.SH
2935,深科达,深圳市深科达智能装备股份有限公司,上市,688328,上海证券交易所,科创板,688328.SH
2936,会通股份,会通新材料股份有限公司,上市,688219,上海证券交易所,科创板,688219.SH
2937,海泰新光,青岛海泰新光科技股份有限公司,上市,688677,上海证券交易所,科创板,688677.SH
2938,爱科科技,杭州爱科科技股份有限公司,上市,688092,上海证券交易所,科创板,688092.SH
2939,明微电子,深圳市明微电子股份有限公司,上市,688699,上海证券交易所,科创板,688699.SH
2940,阿拉丁,上海阿拉丁生化科技股份有限公司,上市,688179,上海证券交易所,科创板,688179.SH
2941,中科微至,中科微至科技股份有限公司,上市,688211,上海证券交易所,科创板,688211.SH
2942,南大光电,江苏南大光电材料股份有限公司,上市,300346,深圳证券交易所,创业板,300346.SZ
2943,联创股份,山东联创产业发展集团股份有限公司,上市,300343,深圳证券交易所,创业板,300343.SZ
